_id,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
6051b379ed43600644644e58,10,0.063,0.44,0.9985,10.8,16,3.22,6,1.6,0.78,37,0.32
6051b379ed43600644644e59,9.9,0.074,0,0.9972,7.1,16,3.47,6,1.8,0.7,34,0.6
6051b379ed43600644644e5a,10.5,0.09,0.48,0.9986,11.1,5,3.17,5,3.1,0.53,21,0.35
6051b379ed43600644644e5b,9.5,0.092,0.42,0.9959,7.7,8,3.23,5,1.9,0.59,86,0.775
6051b379ed43600644644e5c,9.9,0.074,0,0.9972,7.1,16,3.47,6,1.8,0.7,34,0.6
6051b379ed43600644644e5d,9.3,0.073,0.23,0.99675,8,17,3.26,5,3.2,0.57,119,0.57
6051b379ed43600644644e5e,9.2,0.075,0.37,0.998,9.4,5,3.22,5,2.2,0.62,13,0.34
6051b379ed43600644644e5f,9.2,0.075,0,0.9968,6.6,12,3.49,5,2.1,0.67,56,0.695
6051b379ed43600644644e60,9.4,0.611,0.76,0.9968,7.7,8,3.06,5,1.8,1.26,45,0.41
6051b379ed43600644644e61,10.5,0.085,0.47,0.99965,10,14,3.36,7,2.6,0.8,33,0.31
6051b379ed43600644644e62,9.3,0.077,0.23,0.99625,7.9,18,3.29,5,1.7,0.65,45,0.33
6051b379ed43600644644e63,9.4,0.087,0.04,0.99565,7,12,3.35,4,2,0.6,67,0.975
6051b379ed43600644644e64,10,0.07,0.03,0.99575,8,10,3.34,5,1.7,0.57,35,0.52
6051b379ed43600644644e65,9.3,0.077,0.23,0.9963,7.9,23,3.28,5,1.8,0.67,49,0.37
6051b379ed43600644644e66,10.9,0.064,0.49,0.9999,12.5,5,3.08,5,2.4,0.87,27,0.56
6051b379ed43600644644e67,10.2,0.071,0.52,0.9968,11.8,6,3.2,7,1.8,0.72,10,0.26
6051b379ed43600644644e68,9.8,0.096,0,1.00025,8.1,26,3.6,4,3.3,0.72,61,0.87
6051b379ed43600644644e69,12.8,0.078,0.46,0.9973,7.9,15,3.35,8,3.6,0.86,37,0.35
6051b379ed43600644644e6a,9.4,0.077,0.04,0.9987,6.9,7,3.69,6,3,0.91,27,0.54
6051b379ed43600644644e6b,10.1,0.104,0.51,0.9996,11.5,4,3.28,6,4,0.97,23,0.18
6051b379ed43600644644e6c,10.7,0.087,0.06,0.9965,7.9,27,3.36,6,4,0.67,61,0.545
6051b379ed43600644644e6d,10.1,0.104,0.51,0.9996,11.5,4,3.28,6,4,0.97,23,0.18
6051b379ed43600644644e6e,10.1,0.071,0.58,0.99935,10.9,17,3.22,5,4,0.78,65,0.37
6051b379ed43600644644e6f,9.4,0.076,0.2,0.99735,8.4,10,3.31,5,2.4,0.64,38,0.715
6051b379ed43600644644e70,9.4,0.088,0.18,0.99915,7.5,27,3.38,5,7,0.77,94,0.65
6051b379ed43600644644e71,10.7,0.087,0.06,0.9965,7.9,27,3.36,6,4,0.67,61,0.545
6051b379ed43600644644e72,9.4,0.077,0.04,0.9987,6.9,7,3.69,6,3,0.91,27,0.54
6051b379ed43600644644e73,10.1,0.104,0.51,0.9996,11.5,4,3.28,6,4,0.97,23,0.18
6051b379ed43600644644e74,12.6,0.073,0.45,0.9976,10.3,5,3.23,8,6.4,0.82,13,0.32
6051b379ed43600644644e75,10.5,0.087,0.32,0.9991,8.9,10,3.38,7,5.6,0.77,47,0.4
6051b379ed43600644644e76,9.3,0.071,0.44,0.9986,11.4,6,3.12,6,3.6,0.82,19,0.26
6051b379ed43600644644e77,9.9,0.358,0.68,0.9972,7.7,5,3.25,7,3.5,1.08,10,0.27
6051b379ed43600644644e78,9.1,0.067,0.12,0.9971,7.6,12,3.36,5,3,0.57,53,0.52
6051b379ed43600644644e79,10.5,0.087,0.32,0.9991,8.9,10,3.38,7,5.6,0.77,47,0.4
6051b379ed43600644644e7a,9.8,0.102,0.07,1.00015,9.9,32,3.31,5,3.4,0.71,71,0.59
6051b379ed43600644644e7b,9.8,0.102,0.07,1.00015,9.9,32,3.31,5,3.4,0.71,71,0.59
6051b379ed43600644644e7c,10.3,0.073,0.55,0.9997,12,25,3.1,6,2,0.76,49,0.45
6051b379ed43600644644e7d,10.3,0.092,0.12,0.9967,7.5,29,3.37,6,3,0.7,53,0.4
6051b379ed43600644644e7e,10.6,0.091,0.09,0.9976,8.7,20,3.34,7,2.5,0.86,49,0.52
6051b379ed43600644644e7f,9.2,0.105,0.53,1.001,11.6,33,3.2,5,3.3,0.95,98,0.42
6051b379ed43600644644e80,10.6,0.091,0.09,0.9976,8.7,20,3.34,7,2.5,0.86,49,0.52
6051b379ed43600644644e81,10.5,0.343,0.48,0.9979,11,6,3.3,5,2,0.71,18,0.2
6051b379ed43600644644e82,10.3,0.091,0.23,0.9994,10.4,18,3.22,6,2.7,0.64,48,0.55
6051b379ed43600644644e83,10.1,0.098,0.25,0.9964,6.9,5,3.41,6,2.4,0.6,16,0.36
6051b379ed43600644644e84,9.5,0.094,0.52,1.0014,13.3,17,3.05,6,3.2,0.81,53,0.34
6051b379ed43600644644e85,9.5,0.073,0.46,1.0001,10.8,5,3.05,5,2.5,0.64,27,0.5
6051b379ed43600644644e86,9.9,0.086,0.37,0.9981,10.6,26,3.16,5,2.6,0.52,70,0.83
6051b379ed43600644644e87,9.6,0.083,0.06,0.99855,7.1,8,3.67,5,2,0.73,29,0.63
6051b379ed43600644644e88,9.7,0.094,0.02,0.9993,7.2,5,3.67,5,2.3,0.8,31,0.65
6051b379ed43600644644e89,9.6,0.08,0.06,0.99845,6.9,8,3.68,5,2.1,0.71,33,0.67
6051b379ed43600644644e8a,10.7,0.086,0.06,0.9965,7.5,20,3.38,6,2.6,0.59,44,0.53
6051b379ed43600644644e8b,10.1,0.068,0.48,0.9973,11.1,7,3.22,6,1.5,0.64,15,0.18
6051b379ed43600644644e8c,10,0.092,0.12,0.9994,8.3,12,3.51,5,2.6,0.72,28,0.705
6051b379ed43600644644e8d,9.5,0.186,0.12,0.996,7.4,5,3.39,5,1.6,0.54,21,0.67
6051b379ed43600644644e8e,9.2,0.112,0.6,0.9973,8.4,12,3.2,5,2.1,0.52,90,0.65
6051b379ed43600644644e8f,9.3,0.063,0.48,0.9998,10.3,6,3.12,6,2.5,0.59,25,0.53
6051b379ed43600644644e90,9.4,0.082,0.32,0.9966,7.6,7,3.36,5,2.2,0.52,54,0.62
6051b379ed43600644644e91,9.5,0.213,0.42,0.9994,10.3,6,3.19,6,2.4,0.62,14,0.41
6051b379ed43600644644e92,9.5,0.214,0.44,0.9994,10.3,5,3.19,6,2.4,0.63,12,0.43
6051b379ed43600644644e93,9.5,0.062,0.38,0.9968,7.4,9,3.41,6,1.7,0.53,30,0.29
6051b379ed43600644644e94,9.3,0.063,0.48,0.9998,10.3,6,3.12,6,2.5,0.59,25,0.53
6051b379ed43600644644e95,9.4,0.072,0.24,0.996,7.9,15,3.27,6,2,0.54,105,0.53
6051b379ed43600644644e96,9.5,0.093,0.31,0.99815,9,19,3.32,6,2.8,0.63,98,0.46
6051b379ed43600644644e97,9.4,0.076,0.3,0.9976,8.6,30,3.3,5,3,0.53,135,0.47
6051b379ed43600644644e98,11,0.087,0.29,0.99645,7.4,26,3.39,5,2.6,0.68,72,0.36
6051b379ed43600644644e99,11,0.096,0.29,0.9962,7.1,20,3.42,6,2.5,0.65,53,0.35
6051b379ed43600644644e9a,10.1,0.102,0.23,0.9996,9.6,37,3.3,5,3.4,0.65,92,0.56
6051b379ed43600644644e9b,10.4,0.082,0.12,0.99865,9.6,30,3.3,6,2.9,0.64,74,0.77
6051b379ed43600644644e9c,11.5,0.083,0.39,0.9989,9.8,21,3.37,7,3.2,0.71,59,0.66
6051b379ed43600644644e9d,10.4,0.082,0.12,0.99865,9.6,30,3.3,6,2.9,0.64,74,0.77
6051b379ed43600644644e9e,11.5,0.083,0.39,0.9989,9.8,21,3.37,7,3.2,0.71,59,0.66
6051b379ed43600644644e9f,9.7,0.09,0.26,0.99975,9.3,25,3.24,5,3.4,0.62,87,0.61
6051b379ed43600644644ea0,9.3,0.079,0.05,0.99735,7.8,6,3.29,5,2.3,0.63,18,0.62
6051b379ed43600644644ea1,9.5,0.09,0.42,0.999,10.3,35,3.28,6,2.8,0.7,73,0.59
6051b379ed43600644644ea2,9.2,0.071,0.2,1.0015,10,13,3.16,6,11,0.69,50,0.49
6051b379ed43600644644ea3,9.2,0.071,0.2,1.0015,10,13,3.16,6,11,0.69,50,0.49
6051b379ed43600644644ea4,11.5,0.121,0.66,0.9978,11.6,6,3.05,7,3.65,0.74,14,0.53
6051b379ed43600644644ea5,11.5,0.107,0.5,0.998,10.3,5,3.28,5,4.5,0.83,13,0.44
6051b379ed43600644644ea6,9.7,0.082,0.62,1.0002,13.4,6,3.16,6,2.6,0.67,21,0.27
6051b379ed43600644644ea7,9.5,0.061,0.39,0.9981,10.7,7,3.18,5,2,0.62,15,0.46
6051b379ed43600644644ea8,12.5,0.122,0.64,0.998,10.2,10,3.23,6,2.9,0.66,41,0.36
6051b379ed43600644644ea9,12.5,0.122,0.64,0.998,10.2,10,3.23,6,2.9,0.66,41,0.36
6051b379ed43600644644eaa,9.4,0.066,0.28,0.9973,8,21,3.22,6,3.2,0.54,114,0.58
6051b379ed43600644644eab,11,0.105,0.08,0.9958,8.4,16,3.13,5,2.1,0.52,44,0.56
6051b379ed43600644644eac,11.7,0.078,0.01,0.9963,7.9,17,3.34,7,2.5,0.74,38,0.65
6051b379ed43600644644ead,12.2,0.128,0.53,0.9992,11.9,7,3.17,7,3.4,0.84,21,0.695
6051b379ed43600644644eae,12.5,0.052,0.45,0.9948,8.9,6,3.35,6,1.9,0.7,16,0.43
6051b379ed43600644644eaf,10.3,0.08,0.32,0.9974,7.8,29,3.31,5,2.8,0.64,58,0.43
6051b379ed43600644644eb0,11.5,0.103,0.58,1.0008,12.4,28,3.16,6,3,1,99,0.49
6051b379ed43600644644eb1,9.8,0.082,0.54,0.9997,12.5,12,3.11,7,2.3,1.36,29,0.28
6051b379ed43600644644eb2,9.2,0.066,0.5,1,12.2,10,3.12,6,2.4,1.18,21,0.34
6051b379ed43600644644eb3,11.3,0.065,0.48,0.9972,10.6,5,3.21,6,2.7,0.87,18,0.42
6051b379ed43600644644eb4,9.8,0.118,0.47,0.9982,10.9,6,3.3,6,1.8,0.75,14,0.39
6051b379ed43600644644eb5,9.8,0.118,0.47,0.9982,10.9,6,3.3,6,1.8,0.75,14,0.39
6051b379ed43600644644eb6,10.7,0.082,0.5,1.0006,11.9,6,3.12,6,2.6,0.78,32,0.57
6051b379ed43600644644eb7,9.9,0.067,0,0.9979,7,40,3.6,5,1.9,0.81,63,0.685
6051b379ed43600644644eb8,12.3,0.072,0.02,0.9955,6.6,17,3.58,7,2.7,0.89,34,0.815
6051b379ed43600644644eb9,12,0.093,0.67,0.9986,13.8,6,3.02,6,3,0.93,15,0.49
6051b379ed43600644644eba,10,0.089,0.31,0.9979,9.6,15,3.11,6,2.8,0.92,46,0.56
6051b379ed43600644644ebb,9.4,0.093,0,0.9994,9.1,11,3.36,6,2.6,0.86,28,0.785
6051b379ed43600644644ebc,9.9,0.107,0.22,1.0004,10.7,17,3.28,6,2.7,0.98,34,0.67
6051b379ed43600644644ebd,9.4,0.096,0,0.9994,9.1,11,3.35,6,2.6,0.83,26,0.795
6051b379ed43600644644ebe,9.3,0.09,0,0.9974,7.7,8,3.27,5,2.4,0.73,19,0.665
6051b379ed43600644644ebf,13,0.12,0.79,1.0018,13.5,23,3.18,5,4.8,0.77,77,0.53
6051b379ed43600644644ec0,11.9,0.066,0.4,0.9912,6.1,40.5,3.25,6,1.4,0.59,165,0.21
6051b379ed43600644644ec1,12.8,0.078,0.01,0.9955,6.7,17,3.55,6,2.4,0.61,32,0.75
6051b379ed43600644644ec2,11,0.08,0.52,1.0001,11.5,29,3.26,5,3,0.88,55,0.41
6051b379ed43600644644ec3,11.7,0.116,0.66,0.997,10.5,12,3.24,7,2.95,0.75,29,0.42
6051b379ed43600644644ec4,10.4,0.109,0.66,1,11.9,10,3.15,7,3.1,0.85,23,0.43
6051b379ed43600644644ec5,9.8,0.088,0.66,1.001,12.6,10,3.17,6,2.6,0.68,41,0.38
6051b379ed43600644644ec6,9.4,0.099,0.23,0.9973,8.2,14,3.19,5,2,0.7,81,0.7
6051b379ed43600644644ec7,9.9,0.086,0.31,0.9982,8.6,21,3.37,6,2.6,0.91,50,0.45
6051b379ed43600644644ec8,10,0.072,0.66,0.9992,11.9,6,3.05,5,2.5,0.56,37,0.58
6051b379ed43600644644ec9,10.2,0.071,0.63,0.9988,12.5,6,2.99,5,2,0.87,15,0.46
6051b379ed43600644644eca,10,0.083,0.66,1.0022,12.8,7,3.07,7,5.8,0.73,42,0.615
6051b379ed43600644644ecb,11.8,0.107,0.5,0.9979,10,7,3.26,6,3.4,0.93,21,0.42
6051b379ed43600644644ecc,10,0.083,0.66,1.0022,12.8,7,3.07,7,5.8,0.73,42,0.615
6051b379ed43600644644ecd,9,0.076,0.61,1,10.4,11,3.16,5,2.6,0.69,24,0.575
6051b379ed43600644644ece,9.4,0.159,0.52,0.9998,10.3,15,3.18,5,2.8,0.64,75,0.34
6051b379ed43600644644ecf,12,0.074,0.53,0.9962,9.4,6,3.2,7,2.4,1.13,18,0.27
6051b379ed43600644644ed0,9.9,0.063,0.02,0.9975,6.9,35,3.57,5,2.3,0.78,63,0.765
6051b379ed43600644644ed1,8.7,0.056,0.4,0.9967,7.9,11,3.32,6,1.6,0.87,25,0.24
6051b379ed43600644644ed2,10.6,0.067,0.48,0.9967,9.1,26,3.32,6,1.8,1.04,46,0.28
6051b379ed43600644644ed3,9.2,0.106,0.22,0.9959,7.4,12,3.05,5,2.2,0.63,72,0.55
6051b379ed43600644644ed4,10.8,0.089,0.63,1.0014,14,6,3.01,6,3.8,0.81,47,0.41
6051b379ed43600644644ed5,11.8,0.124,0.71,0.9984,11.5,6,3.01,7,4.4,0.83,15,0.54
6051b379ed43600644644ed6,11,0.078,0.5,1.0003,11.5,19,3.26,6,3,1.11,47,0.45
6051b379ed43600644644ed7,12,0.074,0.53,0.9962,9.4,6,3.2,7,2.4,1.13,18,0.27
6051b379ed43600644644ed8,13.3,0.088,0.66,0.9988,11.4,6,3.11,6,6.2,0.99,24,0.625
6051b379ed43600644644ed9,10.8,0.094,0.38,0.9979,8.3,24,3.31,6,2.5,0.7,60,0.42
6051b379ed43600644644eda,9.4,0.08,0.42,0.9974,8.3,11,3.21,6,2,0.8,27,0.26
6051b379ed43600644644edb,10,0.085,0.68,1.0014,13.7,17,3.06,6,2.9,0.8,43,0.415
6051b379ed43600644644edc,9.4,0.08,0.42,0.9974,8.3,11,3.21,6,2,0.8,27,0.26
6051b379ed43600644644edd,9.4,0.08,0.42,0.9974,8.3,11,3.21,6,2,0.8,27,0.26
6051b379ed43600644644ede,9.2,0.087,0.28,0.998,7.7,23,3.42,5,2.1,0.74,54,0.51
6051b379ed43600644644edf,9.7,0.09,0.07,0.9979,7.4,11,3.43,6,2.4,0.76,37,0.63
6051b379ed43600644644ee0,9.2,0.088,0.26,0.9981,7.8,23,3.41,6,2,0.74,48,0.54
6051b379ed43600644644ee1,9.6,0.079,0.15,0.9972,8.3,17,3.31,6,1.9,0.54,42,0.66
6051b379ed43600644644ee2,9.2,0.088,0.26,0.9981,7.8,23,3.43,6,1.9,0.74,53,0.46
6051b379ed43600644644ee3,10,0.096,0.31,0.9982,9.6,16,3.19,7,2.5,0.7,49,0.38
6051b379ed43600644644ee4,12.9,0.045,0.05,0.9924,5.6,12,3.56,8,1.4,0.82,88,0.85
6051b379ed43600644644ee5,10,0.085,0.68,1.0014,13.7,17,3.06,6,2.9,0.8,43,0.415
6051b379ed43600644644ee6,9.5,0.082,0.52,0.998,9.5,6,3.18,5,2,0.51,26,0.37
6051b379ed43600644644ee7,9.1,0.112,0.61,0.997,8.4,13,3.16,5,2,0.54,95,0.665
6051b379ed43600644644ee8,9.9,0.063,0.65,0.9997,12.7,6,3.03,5,2.3,0.57,25,0.6
6051b379ed43600644644ee9,13,0.066,0.76,1.0004,12,7,3.22,7,4.2,0.6,38,0.37
6051b379ed43600644644eea,9.9,0.122,0.02,0.9994,6.6,68,3.47,5,7.9,0.53,124,0.735
6051b379ed43600644644eeb,11,0.087,0.59,0.9988,11.5,13,3.18,6,2.6,0.65,49,0.59
6051b379ed43600644644eec,11,0.087,0.59,0.9988,11.5,13,3.18,6,2.6,0.65,49,0.59
6051b379ed43600644644eed,9.4,0.064,0.22,0.9963,8.7,9,3.1,5,2.3,0.55,42,0.765
6051b379ed43600644644eee,9.9,0.122,0.02,0.9994,6.6,68,3.47,5,7.9,0.53,124,0.735
6051b379ed43600644644eef,10.8,0.059,0.3,0.9949,7.7,20,3.29,6,1.7,0.47,38,0.26
6051b379ed43600644644ef0,10.5,0.085,0.54,1,12.2,19,3.1,6,2.6,0.61,64,0.48
6051b379ed43600644644ef1,10.5,0.085,0.49,0.9994,11.4,10,3.15,6,2.7,0.63,41,0.6
6051b379ed43600644644ef2,9.1,0.075,0.05,0.9974,7.7,15,3.26,5,2.7,0.61,27,0.69
6051b379ed43600644644ef3,10.1,0.059,0.46,0.9966,8.7,11,3.36,6,1.4,0.76,25,0.31
6051b379ed43600644644ef4,10.8,0.063,0.47,0.9981,9.8,9,3.24,6,2.5,0.65,28,0.44
6051b379ed43600644644ef5,10.8,0.093,0.66,0.9996,12,12,3.18,7,3,0.63,30,0.39
6051b379ed43600644644ef6,11.3,0.174,0.58,0.997,10.4,6,3.19,6,3.7,0.7,16,0.34
6051b379ed43600644644ef7,9.6,0.07,0.49,0.9981,12.5,26,3.05,4,4.5,0.57,49,0.46
6051b379ed43600644644ef8,9.5,0.08,0.34,0.9987,9,26,3.38,6,2.5,0.62,86,0.43
6051b379ed43600644644ef9,9.5,0.08,0.35,0.9987,9.1,23,3.38,5,2.4,0.62,78,0.45
6051b379ed43600644644efa,9.3,0.1,0.16,0.9966,7.1,15,3.27,5,1.9,0.64,77,0.735
6051b379ed43600644644efb,11.7,0.097,0.53,0.9986,9.9,6,3.27,7,6.7,0.82,19,0.4
6051b379ed43600644644efc,9.5,0.087,0.34,0.9982,8.8,24,3.26,5,2.7,0.61,122,0.52
6051b379ed43600644644efd,9.3,0.117,0.24,1.0014,8.6,31,3.32,5,6.6,1.07,134,0.725
6051b379ed43600644644efe,11.7,0.111,0.64,0.997,10.6,6,3.26,6,2.2,0.66,20,0.48
6051b379ed43600644644eff,10.5,0.091,0.12,0.9956,7,34,3.44,5,1.9,0.48,124,0.58
6051b379ed43600644644f00,10.4,0.121,0.51,0.9996,11.9,7,3.24,6,2,0.76,20,0.38
6051b379ed43600644644f01,9.9,0.066,0,0.9976,6.8,34,3.62,5,1.8,0.68,52,0.77
6051b379ed43600644644f02,11.8,0.089,0.33,0.9972,9.5,35,3.28,7,2.4,0.73,67,0.56
6051b379ed43600644644f03,12.3,0.059,0.03,0.9952,6.6,32,3.52,7,2.3,0.56,48,0.84
6051b379ed43600644644f04,10.9,0.047,0.2,0.9955,7.7,15,3.36,5,2,0.44,60,0.96
6051b379ed43600644644f05,11,0.066,0.47,0.9978,10.5,6,3.15,7,2.1,0.9,24,0.24
6051b379ed43600644644f06,10.9,0.047,0.2,0.9955,7.7,15,3.36,5,2,0.44,60,0.96
6051b379ed43600644644f07,12.3,0.059,0.03,0.9952,6.6,32,3.52,7,2.3,0.56,48,0.84
6051b379ed43600644644f08,11.4,0.045,0.08,0.9949,6.4,19,3.49,6,2.1,0.49,48,0.67
6051b379ed43600644644f09,10.6,0.077,0.22,0.9988,9.5,6,3.26,6,1.9,0.56,32,0.78
6051b379ed43600644644f0a,9.3,0.07,0.33,0.9978,9.1,9,3.24,5,1.3,0.6,30,0.52
6051b379ed43600644644f0b,10.4,0.088,0.63,0.9997,12.8,13,3.1,6,2.4,0.6,35,0.84
6051b379ed43600644644f0c,11,0.066,0.47,0.9978,10.5,6,3.15,7,2.1,0.9,24,0.24
6051b379ed43600644644f0d,9.2,0.074,0.35,0.9974,7.8,21,3.25,5,2.2,0.56,66,0.55
6051b379ed43600644644f0e,12.8,0.078,0.69,0.9958,11.9,12,3,6,2.3,0.65,24,0.37
6051b379ed43600644644f0f,9.5,0.091,0.63,1.0004,12.3,6,3.16,5,2.3,0.49,18,0.39
6051b379ed43600644644f10,9.9,0.076,0.55,0.9996,10.4,22,3.15,6,3.2,0.89,54,0.41
6051b379ed43600644644f11,9.5,0.091,0.63,1.0004,12.3,6,3.16,5,2.3,0.49,18,0.39
6051b379ed43600644644f12,10.2,0.06,0.3,0.9958,8,38,3.26,6,2,0.56,62,0.67
6051b379ed43600644644f13,11.2,0.066,0.73,0.9986,11.1,6,3.17,6,3.2,0.66,22,0.45
6051b379ed43600644644f14,9.9,0.076,0.55,0.9996,10.4,22,3.15,6,3.2,0.89,54,0.41
6051b379ed43600644644f15,9.3,0.062,0.18,0.9951,7,7,3.08,5,1.5,0.6,50,0.62
6051b379ed43600644644f16,9.8,0.072,0.72,0.9987,12.6,6,2.88,8,2.2,0.82,29,0.31
6051b379ed43600644644f17,11.3,0.068,0.65,0.9988,11.9,7,3.06,6,2.15,0.68,27,0.4
6051b379ed43600644644f18,11.2,0.1,0.76,1.0032,15.6,6,2.95,7,3.7,0.68,43,0.685
6051b379ed43600644644f19,11.6,0.077,0.49,0.9963,10,11,3.23,7,2.7,0.63,19,0.44
6051b379ed43600644644f1a,12.5,0.054,0.01,0.9934,5.3,5,3.57,7,1.7,0.84,27,0.57
6051b379ed43600644644f1b,10.1,0.079,0.1,0.9986,9.5,6,3.23,6,2.1,0.56,31,0.735
6051b379ed43600644644f1c,10.5,0.081,0.6,0.9996,12.5,31,3.1,5,2.6,0.73,72,0.38
6051b379ed43600644644f1d,11.2,0.127,0.29,0.9968,9.3,6,3.22,5,2.1,0.72,16,0.48
6051b379ed43600644644f1e,10.2,0.1,0.22,0.9967,8.6,7,3.2,6,2,0.56,27,0.53
6051b379ed43600644644f1f,10.8,0.095,0.69,0.9994,11.9,17,3.1,6,2.8,0.61,35,0.39
6051b379ed43600644644f20,10.8,0.095,0.69,0.9994,11.9,17,3.1,6,2.8,0.61,35,0.39
6051b379ed43600644644f21,9.1,0.413,0.53,0.9979,8.4,9,3.06,6,1.8,1.06,26,0.37
6051b379ed43600644644f22,10,0.084,0.03,0.9968,6.8,18,3.44,6,1.7,0.63,35,0.56
6051b379ed43600644644f23,11.2,0.084,0.63,0.9998,10.4,5,3.26,7,2.8,0.74,22,0.33
6051b379ed43600644644f24,11.1,0.063,0.4,0.9952,7,21,3.5,5,1.6,0.63,67,0.23
6051b379ed43600644644f25,13.4,0.086,0.67,0.9988,11.3,6,3.22,8,5.2,0.69,19,0.62
6051b379ed43600644644f26,10.3,0.095,0.39,0.9986,8.9,5,3.37,5,2.3,0.58,22,0.59
6051b379ed43600644644f27,9.6,0.097,0.21,0.9988,9.2,29,3.28,5,2.7,0.58,65,0.63
6051b379ed43600644644f28,11.2,0.084,0.63,0.9998,10.4,5,3.26,7,2.8,0.74,22,0.33
6051b379ed43600644644f29,9,0.074,0.66,1.0008,11.6,10,3.25,3,2.2,0.57,47,0.58
6051b379ed43600644644f2a,11.3,0.083,0.52,0.9976,9.2,14,3.35,6,2.3,0.61,23,0.43
6051b379ed43600644644f2b,9.3,0.087,0.22,0.9982,8.3,6,3.26,5,2.6,0.61,19,0.615
6051b379ed43600644644f2c,11.8,0.085,0.68,0.997,11,10,3.18,5,2.55,0.61,25,0.26
6051b379ed43600644644f2d,9,0.098,0.7,0.9972,8.1,25,3.08,5,2.2,0.53,129,0.66
6051b379ed43600644644f2e,9.2,0.084,0.54,0.9987,11.5,5,2.98,6,2.1,0.7,15,0.315
6051b379ed43600644644f2f,9.7,0.098,0.4,1.0006,10,10,3.48,5,2.9,0.91,26,0.29
6051b379ed43600644644f30,11.5,0.069,0.42,0.9982,10.3,21,3.16,6,2,0.72,51,0.5
6051b379ed43600644644f31,14,0.065,0.45,0.9947,8.8,7,3.32,6,2.6,0.79,18,0.46
6051b379ed43600644644f32,9.2,0.09,0.69,1,11.4,6,3.17,6,2.1,0.62,21,0.36
6051b379ed43600644644f33,9.8,0.07,0.02,0.9952,8.7,36,3.2,5,1.2,0.58,48,0.82
6051b379ed43600644644f34,10.6,0.093,0.65,0.9996,13,15,3.05,5,2.6,0.61,47,0.32
6051b379ed43600644644f35,11.4,0.081,0.42,0.997,9.6,25,3.2,6,2.4,0.71,52,0.54
6051b379ed43600644644f36,10.4,0.083,0.55,0.9995,12.5,25,3.15,6,2.6,0.82,68,0.37
6051b379ed43600644644f37,10.6,0.062,0.55,0.9971,9.9,5,3.26,5,2.1,0.79,14,0.35
6051b379ed43600644644f38,9.4,0.08,0.51,0.9982,10.5,10,3.2,6,1.7,0.89,24,0.28
6051b379ed43600644644f39,10.2,0.087,0.24,0.9988,9.6,5,3.14,5,2.2,0.6,28,0.68
6051b379ed43600644644f3a,9.7,0.091,0.41,0.998,9.3,6,3.28,5,2,0.7,16,0.27
6051b379ed43600644644f3b,11,0.075,0.49,0.9977,10.4,6,3.18,6,1.8,1.06,20,0.24
6051b379ed43600644644f3c,10.2,0.087,0.24,0.9988,9.6,5,3.14,5,2.2,0.6,28,0.68
6051b379ed43600644644f3d,10.1,0.077,0.11,0.9984,9.4,6,3.19,6,2.7,0.7,31,0.685
6051b379ed43600644644f3e,9.2,0.069,0.39,1.0026,10.6,6,3.12,5,15.5,0.66,23,0.28
6051b379ed43600644644f3f,11.7,0.08,0.56,0.9964,9.4,6,3.15,8,2.8,0.92,17,0.3
6051b379ed43600644644f40,9.4,0.152,0.59,0.9986,10.6,6,3.04,5,2.2,1.05,18,0.36
6051b379ed43600644644f41,9.4,0.152,0.6,0.9986,10.6,7,3.04,5,2.2,1.06,18,0.36
6051b379ed43600644644f42,13.4,0.114,0.68,0.997,10.6,6,3.06,6,4.1,0.66,24,0.44
6051b379ed43600644644f43,10,0.054,0.39,0.9976,10.2,6,3.17,5,1.9,0.47,17,0.67
6051b379ed43600644644f44,10,0.054,0.39,0.9976,10.2,6,3.17,5,1.9,0.47,17,0.67
6051b379ed43600644644f45,10,0.053,0.36,0.9982,10.2,5,3.17,6,1.8,0.42,14,0.645
6051b379ed43600644644f46,10.8,0.081,0.55,1.0002,11.6,35,3.32,7,2.8,0.92,67,0.32
6051b379ed43600644644f47,10.2,0.073,0.4,0.9984,9.3,10,3.34,6,2.6,0.75,26,0.39
6051b379ed43600644644f48,10.6,0.078,0.27,0.9984,9.3,24,3.31,6,2.8,0.67,56,0.775
6051b379ed43600644644f49,13.3,0.055,0.5,0.9952,9.2,12,3.34,7,2.5,0.79,25,0.41
6051b379ed43600644644f4a,13.4,0.052,0.51,0.995,8.9,13,3.32,7,2.6,0.9,27,0.4
6051b379ed43600644644f4b,11.6,0.086,0.31,1.0002,8.7,23,3.48,6,3,0.74,81,0.69
6051b379ed43600644644f4c,12.1,0.051,0.23,0.9952,6.5,28,3.44,6,8.3,0.55,91,0.39
6051b379ed43600644644f4d,11,0.07,0.53,0.9972,10.7,5,3.15,8,2.6,0.65,16,0.35
6051b379ed43600644644f4e,9,0.081,0.25,0.9984,7.8,14,3.43,6,1.9,0.65,38,0.52
6051b379ed43600644644f4f,11.1,0.09,0.32,0.9966,7.2,43,3.32,5,2.5,0.79,113,0.34
6051b379ed43600644644f50,11,0.07,0.53,0.9972,10.7,5,3.15,8,2.6,0.65,16,0.35
6051b379ed43600644644f51,11.6,0.086,0.31,1.0002,8.7,23,3.48,6,3,0.74,81,0.69
6051b379ed43600644644f52,9,0.081,0.25,0.9984,7.8,14,3.43,6,1.9,0.65,38,0.52
